solver,update,branch,status,theta_dim,decision_dim,gradient_rank,solve_time_sec,feasible_x,objective_value,active_rows
full,126,feasible,optimal,25994,25994,5,0.5215231999991374,0.31579325820042725,0.31579325820042725,
full,127,feasible,optimal,25994,25994,5,0.5316975000005186,0.3151992283331351,0.3151992283331351,
full,128,feasible,optimal,25994,25994,5,0.5816412000003766,0.31288129800692366,0.31288129800692366,
full,129,feasible,optimal,25994,25994,5,0.569765099999131,0.3148202286766563,0.3148202286766563,
full,130,feasible,optimal,25994,25994,5,0.5180071999984648,0.3158831703111431,0.3158831703111431,
full,131,feasible,optimal,25994,25994,5,0.5252959000008559,0.3187433668934114,0.3187433668934114,
full,132,feasible,optimal,25994,25994,5,0.4905785000009928,0.32266943784890684,0.32266943784890684,
full,133,feasible,optimal,25994,25994,5,0.5088693999987299,0.3257473016007664,0.3257473016007664,
full,134,feasible,optimal,25994,25994,5,0.4955506999995123,0.3247047984897471,0.3247047984897471,
full,135,feasible,optimal,25994,25994,5,0.5199093999999604,0.32441198289819106,0.32441198289819106,
full,136,feasible,optimal,25994,25994,5,0.5289260999998078,0.3226412025356617,0.3226412025356617,
full,137,feasible,optimal,25994,25994,5,0.5229202999998961,0.3224666277599156,0.3224666277599156,
full,138,feasible,optimal,25994,25994,5,0.5054290999996738,0.3212208927763173,0.3212208927763173,
full,139,feasible,optimal,25994,25994,5,0.5554263000012725,0.3168545266290962,0.3168545266290962,
full,140,feasible,optimal,25994,25994,5,0.5219183999997767,0.3109544177432585,0.3109544177432585,
full,141,feasible,optimal,25994,25994,5,0.5019130000000587,0.3027624996731437,0.3027624996731437,
full,142,feasible,optimal,25994,25994,5,0.5249064999989059,0.2973565424470648,0.2973565424470648,
full,143,feasible,optimal,25994,25994,5,0.5105602000003273,0.2907422928987691,0.2907422928987691,
full,144,feasible,optimal,25994,25994,5,0.5330888999997114,0.2822064598224844,0.2822064598224844,
full,145,feasible,optimal,25994,25994,5,0.529248999999254,0.2716548738541673,0.2716548738541673,
full,146,feasible,optimal,25994,25994,5,0.49927370000114024,0.2619762385159974,0.2619762385159974,
full,147,feasible,optimal,25994,25994,5,0.5452242999999726,0.2558389186027887,0.2558389186027887,
full,148,feasible,optimal,25994,25994,5,0.5371763999992254,0.252534400843288,0.252534400843288,
full,149,feasible,optimal,25994,25994,5,0.5692665000005945,0.25181728227981787,0.25181728227981787,
full,150,feasible,optimal,25994,25994,5,0.5389227000014216,0.24944471405336513,0.24944471405336513,
full,151,feasible,optimal,25994,25994,5,0.5182345000011992,0.24951906288342776,0.24951906288342776,
full,152,feasible,optimal,25994,25994,5,0.5519882999997208,0.25165463291926626,0.25165463291926626,
full,153,feasible,optimal,25994,25994,5,0.528672500000539,0.25653170407985615,0.25653170407985615,
full,154,feasible,optimal,25994,25994,5,0.5186938999995618,0.2667814529731432,0.2667814529731432,
full,155,feasible,optimal,25994,25994,5,0.513077899999189,0.2782526559492707,0.2782526559492707,
full,156,feasible,optimal,25994,25994,5,0.5230239999982587,0.2892544180719912,0.2892544180719912,
full,157,feasible,optimal,25994,25994,5,0.5111467999995511,0.2953828159200755,0.2953828159200755,
full,158,feasible,optimal,25994,25994,5,0.5137424999993527,0.2980514070539459,0.2980514070539459,
full,159,feasible,optimal,25994,25994,5,0.5216502000002947,0.29798698802331314,0.29798698802331314,
full,160,feasible,optimal,25994,25994,5,0.5122695000009116,0.30080350929115107,0.30080350929115107,
full,161,feasible,optimal,25994,25994,5,0.5364107000004879,0.3059833090906126,0.3059833090906126,
full,162,feasible,optimal,25994,25994,5,0.5088178999994852,0.306926938764224,0.306926938764224,
full,163,feasible,optimal,25994,25994,5,0.49880790000133857,0.30752743392556475,0.30752743392556475,
full,164,feasible,optimal,25994,25994,5,0.49909499999921536,0.30705485928566373,0.30705485928566373,
full,165,feasible,optimal,25994,25994,5,0.5142436000005546,0.3085449579991262,0.3085449579991262,
full,166,feasible,optimal,25994,25994,5,0.5699605999998312,0.31147725517180735,0.31147725517180735,
full,167,feasible,optimal,25994,25994,5,0.5119597000011709,0.31759288105412964,0.31759288105412964,
full,168,feasible,optimal,25994,25994,5,0.537981999999829,0.32329465553851205,0.32329465553851205,
full,169,feasible,optimal,25994,25994,5,0.5170877000000473,0.3259368248043936,0.3259368248043936,
full,170,feasible,optimal,25994,25994,5,0.5118296000000555,0.32863032693426253,0.32863032693426253,
full,171,feasible,optimal,25994,25994,5,0.4788322000003973,0.332344879551328,0.332344879551328,
full,172,feasible,optimal,25994,25994,5,0.47628980000081356,0.3388410371481125,0.3388410371481125,
full,173,feasible,optimal,25994,25994,5,0.4832927000006748,0.3480059625835869,0.3480059625835869,
full,174,feasible,optimal,25994,25994,5,0.5229217000014614,0.3569936524511011,0.3569936524511011,
full,175,feasible,optimal,25994,25994,5,0.5175419000006514,0.3617764927325558,0.3617764927325558,
full,176,feasible,optimal,25994,25994,5,0.5240439000008337,0.36734091915899614,0.36734091915899614,
full,177,feasible,optimal,25994,25994,5,0.49628190000112227,0.3676130174346568,0.3676130174346568,
full,178,feasible,optimal,25994,25994,5,0.5044216999995115,0.3676477491986043,0.3676477491986043,
full,179,feasible,optimal,25994,25994,5,0.49063869999918097,0.368161811949678,0.368161811949678,
full,180,feasible,optimal,25994,25994,5,0.518677200001548,0.36989673597814193,0.36989673597814193,
full,181,feasible,optimal,25994,25994,5,0.49551079999946523,0.3694137462380824,0.3694137462380824,
full,182,feasible,optimal,25994,25994,5,0.5008175000002666,0.3690301449463142,0.3690301449463142,
full,183,feasible,optimal,25994,25994,5,0.5106474999993225,0.36733184412944564,0.36733184412944564,
full,184,feasible,optimal,25994,25994,5,0.5011013000003004,0.36766129126945446,0.36766129126945446,
full,185,feasible,optimal,25994,25994,5,0.4936645999987377,0.368932292314513,0.368932292314513,
full,186,feasible,optimal,25994,25994,5,0.5150962000006984,0.3690102178090374,0.3690102178090374,
full,187,feasible,optimal,25994,25994,5,0.5227757000011479,0.36900028685810077,0.36900028685810077,
full,188,feasible,optimal,25994,25994,5,0.5290700000005018,0.3694921040888468,0.3694921040888468,
full,189,feasible,optimal,25994,25994,5,0.5091170000014245,0.37441279795432986,0.37441279795432986,
full,190,feasible,optimal,25994,25994,5,0.5619889999998122,0.37888208823767483,0.37888208823767483,
full,191,feasible,optimal,25994,25994,5,0.5359079999998357,0.38104842426349583,0.38104842426349583,
full,192,feasible,optimal,25994,25994,5,0.5872808000003715,0.38051831913302114,0.38051831913302114,
full,193,feasible,optimal,25994,25994,5,0.5557589000000007,0.3796125152127367,0.3796125152127367,
full,194,feasible,optimal,25994,25994,5,0.5098708999994415,0.37587276501801314,0.37587276501801314,
full,195,feasible,optimal,25994,25994,5,0.49124269999992975,0.37585106252158235,0.37585106252158235,
full,196,feasible,optimal,25994,25994,5,0.4831830999992235,0.37510775315537587,0.37510775315537587,
full,197,feasible,optimal,25994,25994,5,0.47912209999958577,0.37622761516056663,0.37622761516056663,
full,198,feasible,optimal,25994,25994,5,0.47348000000056345,0.37794898320102455,0.37794898320102455,
full,199,feasible,optimal,25994,25994,5,0.5040535999996791,0.3745219048787612,0.3745219048787612,
full,200,feasible,optimal,25994,25994,5,0.4957126999997854,0.37425438247373444,0.37425438247373444,
full,201,feasible,optimal,25994,25994,5,0.4804113000009238,0.37430370373507643,0.37430370373507643,
full,202,feasible,optimal,25994,25994,5,0.48132389999955194,0.37631374914296856,0.37631374914296856,
full,203,feasible,optimal,25994,25994,5,0.4961473000003025,0.3794896184879906,0.3794896184879906,
full,204,feasible,optimal,25994,25994,5,0.4984208999994735,0.38677387167207355,0.38677387167207355,
full,205,feasible,optimal,25994,25994,5,0.556025399999271,0.38951362237257947,0.38951362237257947,
full,206,feasible,optimal,25994,25994,5,0.605638999999428,0.3934913806751161,0.3934913806751161,
full,207,feasible,optimal,25994,25994,5,0.5390119999992748,0.3958530499331324,0.3958530499331324,
full,208,feasible,optimal,25994,25994,5,0.5669479999996838,0.3956544287509377,0.3956544287509377,
full,209,feasible,optimal,25994,25994,5,0.51373330000024,0.3985800988958902,0.3985800988958902,
full,210,feasible,optimal,25994,25994,5,0.5102501999990636,0.4016233181762873,0.4016233181762873,
full,211,feasible,optimal,25994,25994,5,0.5426460999988194,0.40606395117348487,0.40606395117348487,
