episode,objective,cost
1,7.6094280511480825,0.1233139937409887
2,6.545427975629259,0.1842205547028467
3,5.874638936032003,0.2646235307247095
4,5.595943531509502,0.30875108942038376
5,8.126815734773913,0.4481836127444763
6,9.985411914285804,0.5283355729306359
7,11.350107777628967,0.5878278604943992
8,12.212090775889854,0.6389511407573186
9,12.996781572295136,0.6728616776466714
10,13.656743749950186,0.7001414799564959
11,14.778856394691184,0.7814581544541567
12,16.036494601817182,0.846830418845446
13,17.43838970831336,0.9007401865272836
14,18.637689117694652,0.9468047868795305
15,18.453088502139465,0.9331930809658061
16,18.172398058764472,0.9306794713806197
17,17.91675374935018,0.9270681845345523
18,17.723095699047402,0.9165457402309621
19,17.45823283451832,0.9069599981412272
20,17.23149956644153,0.9076489229398221
21,17.005157201285083,0.9013339656213477
22,16.85857499245572,0.8985316289429779
23,16.70725738008613,0.8863031348606232
24,16.68855847208221,0.8811283173038672
25,16.686116923922814,0.8826925618047564
26,16.741878298990645,0.8775271698837674
27,16.69321696296389,0.8746173461599166
28,16.720421487958003,0.871422056767426
29,16.665948845538857,0.8730939831823511
30,16.593898103860553,0.871801742112359
31,16.554299023062583,0.876639161018988
32,16.645539923893672,0.8771550297804158
33,16.640984182994607,0.8750963978171696
34,16.48595423358261,0.8718002223697836
35,16.253156594398153,0.8736804476384595
36,15.971444817943315,0.8781493257238235
37,15.690124769118055,0.8832144706769103
38,15.531333329405577,0.8805552934424838
39,15.212382920629237,0.8905966490457933
40,14.9009850543129,0.885599705957473
41,14.498094467060815,0.8831953863710369
42,14.026834109455885,0.8807205249039481
43,13.565789362021027,0.889134888859567
44,13.304932651410477,0.8918242039175422
45,13.110446454823727,0.8907169239119941
46,12.937641933786741,0.8858952478489797
47,12.822104698341713,0.8786693450698921
48,12.578351472355958,0.8838068649696758
49,12.53649462514115,0.8726995077059378
50,12.52602442555647,0.8747946443459221
51,12.549820282887671,0.8763481581983268
52,12.5226155056337,0.8767242339547021
53,12.552739104044038,0.8822414584842789
54,12.605258759922778,0.87829373201192
55,12.761909996135334,0.877468998362721
56,12.871973731084912,0.8827968538347466
57,13.150983556115634,0.8864561364360645
58,13.411504351486853,0.889760603721868
59,13.770434347352921,0.901929871789015
60,14.068358692280809,0.9071694306905224
61,14.32037955877143,0.9054446371928118
62,14.69251497100858,0.9119085718971948
63,15.07009585599126,0.916668922825831
64,15.337321382057803,0.919582678259806
65,15.518297365138945,0.9213950649865481
66,15.618873947432384,0.9185467995836614
67,15.607222017291468,0.9208348290508611
68,15.688481551144042,0.9214885083165867
69,15.593333114670168,0.906524696846995
70,15.707718013426943,0.9128298949676494
71,15.713799634576459,0.9128833326235694
72,15.639222587940324,0.915737591805654
73,15.593961742600197,0.9057051139172687
74,15.583013735740801,0.9180950962097592
75,15.691300801782903,0.9337462027039685
76,15.774287721236869,0.9427521705520904
77,15.844183057451007,0.9478289637402045
78,15.837307781786647,0.950579865830353
79,15.857229846597026,0.9616451305354617
80,15.745903174986854,0.9520545831919343
81,15.820696880284213,0.9587362890450831
82,15.803684009352038,0.9562632214008819
83,15.751194861283038,0.9567533937868893
84,15.720355883298392,0.9522698784927245
85,15.620551291431498,0.937209933915416
86,15.63750320874737,0.9375265760606387
87,15.557328051300184,0.9297011841952825
88,15.560211122492655,0.9200861569479927
89,15.528341796918662,0.9122869366035425
90,15.495232560131832,0.917826349303783
91,15.527965142651187,0.9205394103524537
92,15.541670373416288,0.9195540869890477
93,15.575975242617403,0.9201487765348498
94,15.556784174598928,0.9150421342228605
95,15.473298876939179,0.9080955877378656
96,15.535641815378517,0.9071362545241584
97,15.563250335776603,0.9129001014080627
98,15.515581862947048,0.917560313549995
99,15.544166642043056,0.9240572263504848
100,15.649528625573678,0.9261529705964328
101,15.6393281256932,0.9195254068131555
102,15.67747659597231,0.9198896118511911
103,15.65048307808241,0.9138620970941341
104,15.777521480405412,0.92618945603793
105,15.819701425514149,0.9310548105896205
106,15.743735027269484,0.9240881310708835
107,15.665501662809172,0.9124157036645348
108,15.810962672602036,0.9180063128959466
109,15.78059252800537,0.9181474633946018
110,15.73068333076749,0.9192771558885375
111,15.70115585261996,0.9140061196762325
112,15.703838816698964,0.9131421188731883
113,15.746604383320955,0.9184363411541006
114,15.707640660348803,0.921042447632748
115,15.697955381377838,0.9222646976962172
116,15.704017915722568,0.9181165431704654
117,15.763924254624959,0.922930795576414
118,15.35346074268202,0.9132290466875743
119,15.370654541012453,0.9138471524572138
120,15.108051083401797,0.9064878287957218
121,14.822330051393019,0.9016052342181032
122,14.68363827718256,0.908927269216668
123,14.354500409307546,0.9076167271477052
124,14.082880276556898,0.893391727149313
125,13.860314077511237,0.8870962942223465
126,13.649336609946674,0.899613835107516
127,13.405651814906374,0.9007925638158644
128,13.530078178383189,0.904628211203638
129,13.27314919818062,0.8987810591576403
130,13.245143415166833,0.8941258132397254
131,13.24179274046228,0.9009401411409396
132,13.167206049447723,0.8875791280883852
133,13.189760264187662,0.8781895385462202
134,13.182123510993462,0.8750971615373406
135,13.179893918065064,0.8800723159507983
136,13.116986815600377,0.8696289238227964
137,13.124469240024878,0.8652228287399885
138,13.078708973769926,0.8625173789907083
139,13.100969748252343,0.8614339218986741
140,13.084875696712134,0.8690467976920608
141,13.275997387303132,0.869736596738742
142,13.150450828723915,0.8723584298305901
143,13.216772961935813,0.8776399192611709
144,13.356187447211708,0.8827813909602948
145,13.297461784668537,0.877037048458555
146,13.328889418178198,0.8720263333443344
147,13.527932351411907,0.8821854372866929
148,13.508634236615693,0.8837423560198852
149,13.58281889993923,0.8837681140644731
150,13.674006082404876,0.8819660275115159
151,13.498994324473758,0.8775811803590237
152,13.686554806736199,0.8857060118991554
153,13.650916965288117,0.886453564546827
154,13.584451567250657,0.8858357793018135
155,13.652111535811722,0.8908773708556037
156,13.62481454380804,0.895946391022858
157,13.545303789856753,0.8931451509243774
158,13.503162374515375,0.8956289851021757
159,13.452083396334825,0.8945485500526545
160,13.33019230065121,0.8896569203280252
161,13.526216542495044,0.9003475993594179
162,13.411636024849653,0.8881376569562135
163,13.436013438539668,0.8832748629890812
164,13.403662463032967,0.8793530169148116
165,13.437816821203723,0.8817549942975965
166,13.431143148379645,0.8836981619877886
167,13.369176388869027,0.8801825463827303
168,13.507598907663475,0.8800855295936031
169,13.462827501813399,0.8799680426304701
170,13.439595352084128,0.8814306662991083
171,13.258213460303336,0.8718199149913743
172,13.24437735823353,0.8820786710351971
173,13.17027926463681,0.8853255497474664
174,13.100660537676625,0.8954050569629409
175,13.012334083966762,0.8901155262941338
176,12.958534336541293,0.8874956981935851
177,12.947532399092855,0.8997543590279703
178,12.768831327630707,0.8907262444427281
179,12.770668988802036,0.8962058697096225
180,12.857895814811389,0.8969422588397189
181,12.807717104844837,0.8992597256446603
182,12.80194976568313,0.8952913642290853
183,12.773978766584358,0.8971703600867657
184,12.825233116734342,0.895189141637775
185,12.843638962759703,0.8979389866815374
186,12.883291104089198,0.8974637313668677
187,12.870046519448593,0.8830262451263454
188,12.925649396151318,0.8965215259408734
189,12.919219094043962,0.8928546922767282
190,12.92299769876615,0.895732338914783
191,12.911024520663192,0.8916889752020283
192,12.900962122537551,0.8935094600990893
193,12.982587391332345,0.8973084036287348
194,12.929006684752865,0.889087748208184
195,12.910013485030658,0.8882234997214884
196,12.923426427114078,0.8960670641017899
197,12.88506676959417,0.8971579261468494
198,12.847475451178477,0.8866121001566913
199,12.849034590650277,0.8792370515729141
200,12.77727424070516,0.8725104237984782
