episode,objective_cost_real_power,avg_delay_per_user
1,5.347023538575185,1.4308338339489168
2,5.39337504786687,1.5396993626627675
3,5.078739223211898,1.4684322435200585
4,4.537926845748492,1.4055318235955552
5,4.0453325159074405,1.3657490932440566
6,3.6560177865512724,1.3482544157754865
7,3.353316228650412,1.3367673486416372
8,3.130070917860915,1.3240479079753784
9,2.940289494086772,1.313493132386563
10,2.7686692404200044,1.312148232712477
11,2.3728034593077996,1.2906022077378136
12,1.9667064686528044,1.2532351658155187
13,1.6711617942279342,1.2422294433197683
14,1.521460728989433,1.244063578687549
15,1.4526688491659374,1.2508851764559639
16,1.420017138684915,1.2503424939593786
17,1.401976712301246,1.251012451572884
18,1.3788135831842323,1.2503543117238156
19,1.3660678971888174,1.25093536491308
20,1.3497090103612859,1.2484940161597502
21,1.3329073666413813,1.2486928939057442
22,1.310978662696086,1.2518983377170452
23,1.2840318480011992,1.2627615216655705
24,1.270399234304972,1.2618662172103752
25,1.2586573002091226,1.262251069398706
26,1.2552675193128469,1.2584357759763143
27,1.2563623437481681,1.245448691154426
28,1.2534779360962904,1.2412445669318932
29,1.2649069886746154,1.2304074513044034
30,1.2594604887928302,1.2241438743466933
31,1.2600006513453814,1.2206603125724473
32,1.2707706906308618,1.2107447603054726
33,1.2725855935784538,1.2045756174615032
34,1.2753299560515723,1.2040287600018267
35,1.2735085732845146,1.2022944262321507
36,1.2644115774079687,1.2027129523700717
37,1.2558832515641911,1.2064549963994804
38,1.2556594392607137,1.2046058663818542
39,1.231513391463939,1.218490445273565
40,1.230321775869649,1.2213277220292127
41,1.2269144144138688,1.218259782435383
42,1.2197823463055268,1.2128160496189844
43,1.2238739423290048,1.2016658847720663
44,1.2186557809454117,1.2032077241651997
45,1.2192489893115597,1.1937750835807928
46,1.2240960572634911,1.1867127214922497
47,1.2237477033812771,1.1841984705559783
48,1.2175823322613688,1.1880583786320855
49,1.2347727472326806,1.1725137667971597
50,1.2357327412319203,1.1653268482817667
51,1.2323692020828236,1.1653206686101407
52,1.2229781652059422,1.1725663240387239
53,1.2216838422120944,1.1741317971146117
54,1.2292187608853522,1.1616510079782238
55,1.2243089121145054,1.164523068327746
56,1.220374413426169,1.165890801541497
57,1.215580517158405,1.1653952707175912
58,1.2115299641180994,1.16582070157736
59,1.18620179694128,1.1813322138036373
60,1.1835423019044424,1.188270369305226
61,1.1818643831420081,1.1887502504418077
62,1.1916955833532026,1.1808302548305607
63,1.1884620315298315,1.1772934437564804
64,1.189374962592215,1.178384820865611
65,1.193047390651712,1.170811696556415
66,1.180977667756459,1.1785257787563406
67,1.1747025891153946,1.1807164248437505
68,1.1879501864090152,1.164226294042372
69,1.1984528666664334,1.1590404105356884
70,1.1977222628600808,1.1507887165030253
71,1.199328546050232,1.1478726851684729
72,1.1963272048339597,1.1451801328787468
73,1.1921501444669504,1.1514125221893565
74,1.1723627376422492,1.1606864141359583
75,1.1758927272109967,1.1588087979229373
76,1.1802586334579654,1.1552901475192394
77,1.1883200781461063,1.153886450910056
78,1.175365537839814,1.1612225610727906
79,1.1829388027885706,1.149278484638923
80,1.179020290250981,1.155580345372625
81,1.1852307244261675,1.1539950708317168
82,1.1803685685339105,1.1591885090884353
83,1.1821463519550137,1.1559941391509918
84,1.1844390408248335,1.156575753613699
85,1.1663917357500266,1.1711164540007617
86,1.1799735985832052,1.1611538869209783
87,1.1779701291944455,1.1590362454302143
88,1.1805522480468447,1.1607104316568386
89,1.1816027815343304,1.1596454066870376
90,1.1835214917613415,1.153831251073433
91,1.1789145308361826,1.1502262371347085
92,1.1855194009336618,1.1427948202632565
93,1.1858126385320882,1.1461494268749721
94,1.200288282082111,1.1333827877371616
95,1.2123569329283188,1.117599076487164
96,1.2043282363176426,1.1196115181788246
97,1.1989914771103602,1.1208469850555833
98,1.20454201691576,1.1135501457086288
99,1.1931707212035847,1.1208978435406047
100,1.2017459308829985,1.1160976958754572
