episode,objective_cost_real_power,avg_delay_per_user
1,5.281220962306135,1.4321337485545673
2,5.475259326458658,1.6215601000909812
3,5.512638421606072,1.703807998271874
4,5.519139660855265,1.7327049867025113
5,5.534639014306897,1.7623222733796642
6,5.530859076528349,1.7907680435525408
7,5.519651374650193,1.7863940388042892
8,5.511257715625331,1.7804797397517498
9,5.507121835337434,1.787494337458638
10,5.50961561729908,1.788887103841365
11,5.52479516505003,1.8091745949744091
12,5.500162148790807,1.7958494730547359
13,5.4677555131845175,1.7803488680946962
14,5.446832202734798,1.7734153129473063
15,5.421165607353299,1.7457242935106312
16,5.40553973563835,1.7261780442775831
17,5.38952824775567,1.7124135716589852
18,5.369374301180796,1.7030686911519195
19,5.339543167394953,1.664119651335377
20,5.308848367178993,1.641755525547744
21,5.267605590177135,1.6246694422063155
22,5.240486666022049,1.6079968807133607
23,5.228794606125163,1.5842447292863326
24,5.212573992058442,1.559909276113089
25,5.190162657107221,1.563561842078315
26,5.168789080842296,1.5334174570269614
27,5.148189384861098,1.5162215524246954
28,5.140535884047757,1.4971505214837366
29,5.13868808491713,1.4933390747277016
30,5.122698397388343,1.4848659424915356
31,5.1313715406506635,1.4876292459457157
32,5.1279259074657535,1.4739024423064118
33,5.116670419987036,1.4707476367614853
34,5.105764068161442,1.4648954160716987
35,5.099862122923812,1.4436375298018163
36,5.086040109315542,1.444504880444792
37,5.07963761932545,1.4472096287165754
38,5.062972337418822,1.4385002957104245
39,5.04891775574622,1.4342929217876652
40,5.040383851887736,1.4288516028788814
41,5.0204387660702565,1.4230901439289876
42,5.008723740313749,1.4388148635398794
43,4.99973256369372,1.4355001389697322
44,4.98625940982205,1.4382059825265479
45,4.981862378128702,1.4247870464159413
46,4.981278014812703,1.4170989987101479
47,4.989183830258804,1.4147657786030385
48,4.9889060296057695,1.4260734501223862
49,4.982392663943576,1.4175242954250704
50,4.988748509675817,1.4116462356677422
51,4.9875989072119635,1.4087240786105015
52,4.968462478666452,1.3878587783992966
53,4.961917208365891,1.3800391110461623
54,4.96475292030002,1.363818458616165
55,4.970618172605588,1.383683485194423
56,4.958230644943529,1.3843267633297769
57,4.935531546809861,1.369674404295566
58,4.927710265624114,1.3510093986052583
59,4.926132801826634,1.36886431787138
60,4.920200246043924,1.3756797782940973
61,4.917302818876096,1.37316539623379
62,4.931744542026111,1.3792940099325983
63,4.933181473119521,1.3800547338671565
64,4.924485264924697,1.3827519227870368
65,4.91758717231253,1.3680498623932313
66,4.927563402724794,1.3747991213635906
67,4.926494061790935,1.3883353319517675
68,4.924647524753741,1.3841334387907627
69,4.922244315135544,1.3768536642229052
70,4.9232809551774315,1.3819027083931954
71,4.920660500395087,1.3734871960404471
72,4.904000000399981,1.3733881858473598
73,4.915467011115862,1.384768456668283
74,4.91278937520336,1.3908793290990145
75,4.913388522910129,1.4006632512458017
76,4.9045380551237425,1.3896340295575949
77,4.907151926911038,1.3844587613474777
78,4.896420195662296,1.3903040244907552
79,4.888416114997743,1.3812854744235035
80,4.885677620238594,1.3685307744381743
81,4.881339931894069,1.371678863395471
82,4.880507009086262,1.369649215498226
83,4.875597999198984,1.3479169620523108
84,4.883408234139781,1.3468251310123096
85,4.871407221944038,1.3412198989903799
86,4.862597289030779,1.336263381222182
87,4.863526878485056,1.3323318253743248
88,4.868799344060639,1.3352946666258296
89,4.864173134107668,1.332280442519304
90,4.855381494082939,1.3323691149933532
91,4.862470597332305,1.3305149040958695
92,4.881068723887073,1.3171571496795484
93,4.88284369677739,1.3265543358523746
94,4.8794581401263875,1.3157342410057722
95,4.879484599442551,1.3066245972915635
96,4.879346840222606,1.3086825740582109
97,4.873033317527409,1.3047813519251026
98,4.875554579325807,1.2995702563380997
99,4.8815996234159496,1.3172101450124507
100,4.886759964542613,1.3183300777227733
