solver,theta_dim,num_logged_points,num_actor_updates,final_objective_cost,final_constraint_cost,mean_solve_time_sec,max_solve_time_sec,mean_decision_dim,max_decision_dim
full,25994,1,1,4.940778897650839,0.8509692046840058,2.665132000000085,2.665132000000085,25994.0,25994
span,25994,1,1,4.940778897650839,0.8509692046840058,0.040392200000496814,0.040392200000496814,5.0,5
active,25994,1,1,4.940778897650839,0.8509692046840058,0.03589800000008836,0.03589800000008836,3.0,3
