episode,legacy_objective,db_objective,legacy_cost,db_cost
58,8.297555790695485,4.603730185662112,0.8221136261507502,0.27066048689392314
59,8.401519725373698,4.426992839861937,0.9393543041875952,0.33111699595707655
60,8.247208733332636,4.186559579463646,0.6924190447569303,0.3141035484189343
61,8.42525615752394,4.123929639558296,0.6907657351146167,0.3910841416606523
62,8.541718495361309,4.030287432430148,0.6874844360176394,0.4584877111111648
63,8.550592807494617,3.792080105390406,0.7403882743175404,0.5621413348643687
64,8.988480575239018,3.8968326152493704,0.7693408938466543,0.40941292710897914
65,8.905721300372214,3.693413286088819,0.8669910460515459,0.5566449339119512
66,8.95771701270647,3.605775935186486,0.5565027724691355,0.4444124978860372
67,9.401176518806208,3.5736588661383557,0.5612967184026344,0.35385829533106644
68,9.272728287806467,3.3658567965690445,0.5853120180232475,0.4893450226803723
69,9.259737442860349,3.598792143698313,0.7784449140478473,0.30760082422792684
70,9.293746842109483,3.1060484075839274,0.8575727754983405,0.5650882711804457
71,9.342596499293709,3.063623637376022,0.6736443599358491,0.6100708745008052
72,9.60993776675006,3.268319858912115,0.592281347169818,0.5412721641726238
73,9.896158408715412,3.216320346543844,0.5006015926612771,0.5938402182747136
74,9.86992324625105,3.1819562235088585,0.5348817341444253,0.5354539626122703
75,9.346825063962763,2.80319911389985,0.5872851605189205,0.7407069371272905
76,9.779346927105706,2.9582966429600406,0.6773182218843331,0.69259040544258
77,9.670705310130835,2.9331362865803667,0.6214218416536702,0.5406133928329492
78,10.101052291032097,3.1166143318913266,0.39244287096991265,0.5298218586383949
79,9.914130963074994,2.7300673966937192,0.5572721958307545,0.6962435019175425
80,9.975376869866016,2.724876013851039,0.722577871998374,0.8672942588018535
81,10.231546906623315,2.9901581735198226,0.522990751207527,0.6895006038627522
82,10.220718735857174,2.8753712072035547,0.4207071567551553,0.6519776436699213
83,10.527952420525189,2.807079373939209,0.523561571343058,0.8251280700810004
84,10.528024889841136,2.8100925359086295,0.26828666833461634,0.5890927719879386
85,11.533826248646935,3.220383115190749,0.3168111344149438,0.5371161003316162
86,11.102982414158673,3.248992466126694,0.31883787591257257,0.6314241691691498
87,10.833586764417896,3.139639747300074,0.25992005096339726,0.49290672436602384
88,11.403899249465058,3.1550376774621363,0.4260524676284604,0.7577821422483672
89,11.632229391901197,3.4779649423800483,0.14784568516376573,0.47645129023551647
90,11.297452750553838,2.9927176580332984,0.45896724689113294,1.0264037781688309
91,12.002550312260778,3.476426945876541,0.36854903909359044,0.6674826440253842
92,11.361387479714983,3.2190318298052745,0.6322415412289665,1.0150411681091978
93,11.611070901419193,3.130896462326879,0.3855319284775258,0.8470906223531807
94,11.896616457104619,3.3931139269607735,0.3363901002412906,0.6960282195139327
95,12.259541419547968,3.557402906607268,0.32942044883687105,0.8026217544368525
96,12.85065669998943,3.856624330682247,0.1666747256740269,0.6024357126918427
97,11.792690477793567,3.3024027150930753,0.3790949663387725,0.7972068382322448
98,12.068452292529871,3.5569311743672682,0.3960514785815984,0.9475584964069326
99,11.831273462349317,3.7699548052820706,0.2734302983807826,0.581466573737485
100,13.093302217807215,4.230276787160444,0.22024862617312307,0.5053783845707638
